Order Date,Order No.,Sale,RT,RTO,Net Sale,Commission,Logistics,TCS,TDS,Settled Amount,Total,SPF,Net Receivable,Remarks,Ageing(Days),Slab
2025-07-02,8549435932,391.0,0.0,0.0,391.0,27.683,51.92,1.862,0.372,309.16299999999995,391.0,0.0,0.0,Fully Paid,85,>60
2025-07-11,8562604749,336.0,0.0,0.0,336.0,23.789,31.86,1.6,0.32,278.431,336.0,0.0,0.0,Fully Paid,76,>60
2025-07-11,8562131833,861.0,0.0,0.0,861.0,152.397,31.86,4.1,0.82,671.823,861.0000000000001,0.0,-1.1368683772161603e-13,Fully Paid,76,>60
2025-07-24,8581566244,689.0,0.0,0.0,689.0,,,,,,0.0,0.0,689.0,Pending Payment,63,>60
2025-07-08,8558480766,336.0,0.0,0.0,336.0,23.789,31.86,1.6,0.32,278.431,336.0,0.0,0.0,Fully Paid,79,>60
2025-07-28,8586991183,885.0,885.0,0.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,59,30-60
2025-07-10,8560737396,1102.0,0.0,0.0,1102.0,247.068,53.1,4.92,0.984,795.928,1102.0,0.0,0.0,Fully Paid,77,>60
2025-07-08,8557455272,436.0,0.0,436.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,79,>60
2025-07-26,8585032342,1298.0,0.0,0.0,1298.0,,,,,,0.0,0.0,1298.0,Pending Payment,61,>60
2025-07-17,8572638036,336.0,0.0,0.0,336.0,,,,,,0.0,0.0,336.0,Pending Payment,70,>60
2025-07-11,8562067046,1128.0,0.0,0.0,1128.0,252.907,53.1,5.036,1.007,815.9899999999999,1128.04,0.0,-0.03999999999996362,Fully Paid,76,>60
2025-07-13,8565140003,493.0,0.0,0.0,493.0,,,,,,0.0,0.0,493.0,Pending Payment,74,>60
2025-07-02,8548490750,436.0,0.0,0.0,436.0,30.869000000000003,51.92,2.076,0.415,350.72,436.0000000000001,0.0,-1.1368683772161603e-13,Fully Paid,85,>60
2025-07-26,8584584079,689.0,0.0,0.0,689.0,,,,,,0.0,0.0,689.0,Pending Payment,61,>60
2025-07-29,8588100807,861.0,0.0,0.0,861.0,,,,,,0.0,0.0,861.0,Pending Payment,58,30-60
2025-07-13,8565506771,689.0,0.0,0.0,689.0,,,,,,0.0,0.0,689.0,Pending Payment,74,>60
2025-07-14,8566795236,689.0,0.0,0.0,689.0,,,,,,0.0,0.0,689.0,Pending Payment,73,>60
2025-07-22,8578414950,705.0,705.0,0.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,65,>60
2025-07-22,8578363153,861.0,0.0,0.0,861.0,,,,,,0.0,0.0,861.0,Pending Payment,65,>60
2025-06-30,8546265908,705.0,0.0,0.0,705.0,116.46600000000001,51.92,3.357,0.671,532.586,705.0,0.0,0.0,Fully Paid,87,>60
2025-07-03,8550182393,451.0,0.0,0.0,451.0,42.574,31.86,2.148,0.43,373.988,451.00000000000006,0.0,-5.684341886080802e-14,Fully Paid,84,>60
2025-07-26,8583788369,1275.0,0.0,0.0,1275.0,,,,,,0.0,0.0,1275.0,Pending Payment,61,>60
2025-07-12,8563870173,591.0,0.0,0.0,591.0,97.63300000000001,31.86,2.814,0.563,458.13,591.0,0.0,0.0,Fully Paid,75,>60
2025-07-24,8580915329,1298.0,0.0,0.0,1298.0,,,,,,0.0,0.0,1298.0,Pending Payment,63,>60
2025-07-15,8569011318,861.0,0.0,0.0,861.0,,,,,,0.0,0.0,861.0,Pending Payment,72,>60
2025-07-27,8585736577,905.0,0.0,0.0,905.0,,,,,,0.0,0.0,905.0,Pending Payment,60,30-60
2025-07-01,8547862144,388.0,0.0,388.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,86,>60
2025-07-04,8552689376,885.0,0.0,0.0,885.0,146.202,31.86,4.214,0.843,701.881,885.0,0.0,0.0,Fully Paid,83,>60
2025-07-26,8583734778,493.0,0.0,0.0,493.0,,,,,,0.0,0.0,493.0,Pending Payment,61,>60
2025-07-26,8584221645,332.0,0.0,0.0,332.0,,,,,,0.0,0.0,332.0,Pending Payment,61,>60
2025-07-26,8583892121,812.0,0.0,0.0,812.0,,,,,,0.0,0.0,812.0,Pending Payment,61,>60
2025-07-11,8561033652,332.0,332.0,0.0,0.0,-0.0,228.92000000000002,-0.0,-0.0,778.394,1007.3140000000001,0.0,-1007.3140000000001,Partially Settled,76,>60
2025-07-26,8583840082,787.0,0.0,0.0,787.0,,,,,,0.0,0.0,787.0,Pending Payment,61,>60
2025-07-11,8562243137,1298.0,0.0,0.0,1298.0,291.012,53.1,5.795,1.159,946.934,1298.0,0.0,0.0,Fully Paid,76,>60
2025-07-20,8575695377,493.0,0.0,493.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,67,>60
2025-07-12,8562942139,893.0,0.0,0.0,893.0,147.524,31.86,4.252,0.85,708.514,893.0,0.0,0.0,Fully Paid,75,>60
2025-07-08,8558506357,689.0,0.0,0.0,689.0,105.69400000000002,31.86,3.281,0.656,547.519,689.0099999999999,0.0,-0.009999999999877218,Fully Paid,79,>60
2025-07-13,8564632355,689.0,0.0,0.0,689.0,,,,,,0.0,0.0,689.0,Pending Payment,74,>60
2025-07-20,8575746234,885.0,0.0,885.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,67,>60
2025-07-13,8565763863,332.0,332.0,0.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,74,>60
2025-07-05,8553461507,705.0,705.0,0.0,0.0,-0.0,228.92000000000002,-0.0,-0.0,1334.212,1563.132,0.0,-1563.132,Partially Settled,82,>60
2025-07-12,8563554793,648.0,648.0,0.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,75,>60
2025-07-05,8554050426,493.0,493.0,0.0,0.0,-0.0,228.92000000000002,-0.0,-0.0,1052.4859999999999,1281.406,0.0,-1281.406,Partially Settled,82,>60
2025-07-29,8588479000,332.0,0.0,0.0,332.0,,,,,,0.0,0.0,332.0,Pending Payment,58,30-60
2025-07-31,8590808926,681.0,0.0,0.0,681.0,,,,,,0.0,0.0,681.0,Pending Payment,56,30-60
2025-07-16,8569767437,885.0,885.0,0.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,71,>60
2025-07-05,8553016811,336.0,0.0,0.0,336.0,23.789,31.86,1.6,0.32,278.431,336.0,0.0,0.0,Fully Paid,82,>60
2025-07-15,8569350534,893.0,893.0,0.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,72,>60
2025-07-22,8578063883,493.0,0.0,493.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,65,>60
2025-07-13,8565769234,493.0,0.0,0.0,493.0,,,,,,0.0,0.0,493.0,Pending Payment,74,>60
2025-07-01,8546870042,388.0,0.0,0.0,388.0,27.47,51.92,1.848,0.37,306.392,388.0,0.0,0.0,Fully Paid,86,>60
2025-07-13,8565579608,505.0,0.0,0.0,505.0,,,,,,0.0,0.0,505.0,Pending Payment,74,>60
2025-07-04,8551655267,505.0,0.0,0.0,505.0,83.426,31.86,2.405,0.481,386.828,504.99999999999994,0.0,5.684341886080802e-14,Fully Paid,83,>60
2025-07-22,8578413611,885.0,0.0,0.0,885.0,,,,,,0.0,0.0,885.0,Pending Payment,65,>60
2025-07-14,8567587117,885.0,885.0,0.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,73,>60
2025-07-30,8589469434,1298.0,0.0,0.0,1298.0,,,,,,0.0,0.0,1298.0,Pending Payment,57,30-60
2025-06-30,8545757325,340.0,0.0,0.0,340.0,32.096,51.92,1.619,0.324,254.041,340.00000000000006,0.0,-5.684341886080802e-14,Fully Paid,87,>60
2025-07-11,8561422459,680.0,0.0,0.0,680.0,112.336,31.86,3.238,0.648,531.918,680.0000000000001,0.0,-1.1368683772161603e-13,Fully Paid,76,>60
2025-07-04,8552596374,436.0,0.0,0.0,436.0,30.869000000000003,31.86,2.076,0.415,370.78,436.00000000000006,0.0,-5.684341886080802e-14,Fully Paid,83,>60
2025-07-03,8551226329,505.0,0.0,0.0,505.0,83.42599999999999,31.86,2.404,0.481,386.829,505.0,0.0,0.0,Fully Paid,84,>60
2025-07-22,8578119117,1004.0,0.0,1004.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,65,>60
2025-07-13,8565669394,336.0,0.0,336.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,74,>60
2025-07-03,8550084861,881.0,0.0,0.0,881.0,155.937,31.86,4.195,0.839,688.169,881.0000000000001,0.0,-1.1368683772161603e-13,Fully Paid,84,>60
2025-07-10,8560454563,436.0,0.0,0.0,436.0,30.869000000000003,31.86,2.076,0.415,370.78,436.00000000000006,0.0,-5.684341886080802e-14,Fully Paid,77,>60
2025-07-30,8590357949,336.0,0.0,0.0,336.0,,,,,,0.0,0.0,336.0,Pending Payment,57,30-60
2025-07-23,8579945858,681.0,0.0,0.0,681.0,,,,,,0.0,0.0,681.0,Pending Payment,64,>60
2025-07-25,8582803269,380.0,0.0,0.0,380.0,,,,,,0.0,0.0,380.0,Pending Payment,62,>60
2025-07-26,8584284088,585.0,0.0,0.0,585.0,,,,,,0.0,0.0,585.0,Pending Payment,61,>60
2025-07-26,8583884351,945.0,0.0,0.0,945.0,,,,,,0.0,0.0,945.0,Pending Payment,61,>60
2025-07-16,8570320460,1102.0,0.0,0.0,1102.0,,,,,,0.0,0.0,1102.0,Pending Payment,71,>60
2025-07-06,8554929177,885.0,885.0,0.0,0.0,-0.0,228.92000000000002,-0.0,-0.0,1611.7959999999998,1840.716,0.0,-1840.716,Partially Settled,81,>60
2025-07-13,8564933336,591.0,0.0,0.0,591.0,,,,,,0.0,0.0,591.0,Pending Payment,74,>60
2025-07-26,8584510299,332.0,0.0,0.0,332.0,,,,,,0.0,0.0,332.0,Pending Payment,61,>60
2025-07-05,8553716651,1102.0,1102.0,0.0,0.0,-0.0,250.16,-0.0,-0.0,1842.016,2092.176,0.0,-2092.176,Partially Settled,82,>60
2025-07-14,8567296811,336.0,336.0,0.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,73,>60
2025-07-02,8549015324,505.0,0.0,0.0,505.0,83.426,51.92,2.405,0.481,366.768,504.99999999999994,0.0,5.684341886080802e-14,Fully Paid,85,>60
2025-07-02,8549145875,340.0,340.0,0.0,0.0,-0.0,248.98,-0.0,-0.0,757.062,1006.042,0.0,-1006.042,Partially Settled,85,>60
2025-07-13,8565216448,861.0,0.0,0.0,861.0,,,,,,0.0,0.0,861.0,Pending Payment,74,>60
2025-07-05,8553930842,861.0,0.0,0.0,861.0,152.397,31.86,4.1,0.82,671.823,861.0000000000001,0.0,-1.1368683772161603e-13,Fully Paid,82,>60
2025-07-07,8556329472,430.0,0.0,0.0,430.0,40.592,31.86,2.048,0.41,355.09,430.0,0.0,0.0,Fully Paid,80,>60
2025-07-26,8584008840,885.0,0.0,0.0,885.0,,,,,,0.0,0.0,885.0,Pending Payment,61,>60
2025-07-20,8575478716,1102.0,0.0,0.0,1102.0,,,,,,0.0,0.0,1102.0,Pending Payment,67,>60
2025-07-08,8558047084,689.0,689.0,0.0,0.0,-0.0,164.02,-0.0,-0.0,1242.762,1406.782,0.0,-1406.782,Partially Settled,79,>60
2025-07-08,8557540739,493.0,0.0,0.0,493.0,46.54,31.86,2.348,0.47,411.792,493.01000000000005,0.0,-0.010000000000047748,Fully Paid,79,>60
2025-07-03,8550827419,340.0,0.0,0.0,340.0,32.096,31.86,1.619,0.324,274.101,340.00000000000006,0.0,-5.684341886080802e-14,Fully Paid,84,>60
2025-07-11,8561625258,332.0,0.0,0.0,332.0,,,,,,0.0,0.0,332.0,Pending Payment,76,>60
2025-07-02,8548478798,342.0,0.0,0.0,342.0,24.214000000000002,51.92,1.629,0.326,263.911,342.00000000000006,0.0,-5.684341886080802e-14,Fully Paid,85,>60
2025-07-14,8567202880,885.0,0.0,0.0,885.0,,,,,,0.0,0.0,885.0,Pending Payment,73,>60
2025-07-27,8586393711,300.0,0.0,0.0,300.0,,,,,,0.0,0.0,300.0,Pending Payment,60,30-60
2025-07-26,8584059139,885.0,0.0,0.0,885.0,,,,,,0.0,0.0,885.0,Pending Payment,61,>60
2025-07-27,8585154724,1319.0,0.0,0.0,1319.0,,,,,,0.0,0.0,1319.0,Pending Payment,60,30-60
2025-07-15,8568402156,330.0,0.0,0.0,330.0,,,,,,0.0,0.0,330.0,Pending Payment,72,>60
2025-07-15,8568418202,785.0,0.0,0.0,785.0,,,,,,0.0,0.0,785.0,Pending Payment,72,>60
2025-07-30,8590758958,1102.0,0.0,0.0,1102.0,,,,,,0.0,0.0,1102.0,Pending Payment,57,30-60
2025-07-13,8564832271,1102.0,0.0,0.0,1102.0,,,,,,0.0,0.0,1102.0,Pending Payment,74,>60
2025-07-02,8548549519,440.0,0.0,0.0,440.0,41.536,51.92,2.095,0.419,344.03,440.0,0.0,0.0,Fully Paid,85,>60
2025-07-13,8564652244,689.0,0.0,0.0,689.0,113.823,31.86,3.281,0.656,539.38,688.9999999999999,0.0,1.1368683772161603e-13,Fully Paid,74,>60
2025-07-01,8546910971,336.0,336.0,0.0,0.0,-0.0,248.98,-0.0,-0.0,765.722,1014.702,0.0,-1014.702,Partially Settled,86,>60
2025-07-14,8566910417,861.0,861.0,0.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,73,>60
2025-07-26,8584313464,336.0,0.0,0.0,336.0,,,,,,0.0,0.0,336.0,Pending Payment,61,>60
2025-07-25,8582751113,1298.0,0.0,0.0,1298.0,,,,,,0.0,0.0,1298.0,Pending Payment,62,>60
2025-07-03,8550724591,440.0,0.0,0.0,440.0,41.536,31.86,2.095,0.419,364.09,440.0,0.0,0.0,Fully Paid,84,>60
2025-07-02,8549277308,881.0,0.0,0.0,881.0,155.937,59.0,4.195,0.839,661.029,881.0000000000001,0.0,-1.1368683772161603e-13,Fully Paid,85,>60
2025-07-15,8568647569,1004.0,1004.0,0.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,72,>60
2025-07-14,8567766951,436.0,0.0,0.0,436.0,,,,,,0.0,0.0,436.0,Pending Payment,73,>60
2025-07-02,8548421541,1305.0,0.0,0.0,1305.0,323.379,80.24,5.826,1.165,894.3899999999999,1304.9999999999998,0.0,2.2737367544323206e-13,Fully Paid,85,>60
2025-07-02,8549478179,340.0,0.0,0.0,340.0,37.347,51.92,1.884,0.377,304.102,395.63,0.0,-55.629999999999995,Partially Settled,85,>60
2025-07-03,8550163158,905.0,0.0,0.0,905.0,149.506,31.86,4.31,0.862,718.462,904.9999999999999,0.0,1.1368683772161603e-13,Fully Paid,84,>60
2025-07-19,8575172377,1102.0,0.0,0.0,1102.0,,,,,,0.0,0.0,1102.0,Pending Payment,68,>60
2025-07-19,8575020898,280.0,0.0,0.0,280.0,,,,,,0.0,0.0,280.0,Pending Payment,68,>60
2025-07-19,8575298351,885.0,0.0,0.0,885.0,,,,,,0.0,0.0,885.0,Pending Payment,68,>60
2025-07-19,8574408081,336.0,0.0,0.0,336.0,,,,,,0.0,0.0,336.0,Pending Payment,68,>60
2025-07-26,8584344265,881.0,0.0,0.0,881.0,,,,,,0.0,0.0,881.0,Pending Payment,61,>60
2025-07-13,8565967978,1004.0,0.0,1004.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,74,>60
2025-07-11,8562616613,861.0,0.0,0.0,861.0,,,,,,0.0,0.0,861.0,Pending Payment,76,>60
2025-07-15,8568852636,436.0,0.0,0.0,436.0,,,,,,0.0,0.0,436.0,Pending Payment,72,>60
2025-07-29,8589437239,836.0,0.0,0.0,836.0,,,,,,0.0,0.0,836.0,Pending Payment,58,30-60
2025-07-20,8576554344,645.0,0.0,645.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,67,>60
2025-07-04,8551889807,689.0,0.0,689.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,83,>60
2025-07-22,8579011130,885.0,0.0,0.0,885.0,,,,,,0.0,0.0,885.0,Pending Payment,65,>60
2025-07-06,8554949163,336.0,0.0,0.0,336.0,23.789,31.86,1.6,0.32,278.431,336.0,0.0,0.0,Fully Paid,81,>60
2025-07-06,8555863156,1102.0,0.0,0.0,1102.0,247.068,53.1,4.92,0.984,795.928,1102.0,0.0,0.0,Fully Paid,81,>60
2025-07-03,8550797627,893.0,0.0,0.0,893.0,147.524,31.86,4.252,0.85,708.514,893.0,0.0,0.0,Fully Paid,84,>60
2025-07-03,8550189965,705.0,0.0,0.0,705.0,116.46600000000001,31.86,3.357,0.671,552.646,705.0,0.0,0.0,Fully Paid,84,>60
2025-07-14,8567621814,336.0,0.0,0.0,336.0,,,,,,0.0,0.0,336.0,Pending Payment,73,>60
2025-07-15,8568998684,380.0,0.0,0.0,380.0,,,,,,0.0,0.0,380.0,Pending Payment,72,>60
2025-07-05,8554156682,493.0,0.0,0.0,493.0,46.539,31.86,2.348,0.47,411.783,493.00000000000006,0.0,-5.684341886080802e-14,Fully Paid,82,>60
2025-07-12,8563655274,336.0,0.0,0.0,336.0,,,,,,0.0,0.0,336.0,Pending Payment,75,>60
2025-07-06,8555339151,789.0,0.0,0.0,789.0,130.343,31.86,3.757,0.751,622.289,788.9999999999999,0.0,1.1368683772161603e-13,Fully Paid,81,>60
2025-07-22,8578489689,330.0,0.0,0.0,330.0,,,,,,0.0,0.0,330.0,Pending Payment,65,>60
2025-07-27,8585930677,1298.0,0.0,0.0,1298.0,,,,,,0.0,0.0,1298.0,Pending Payment,60,30-60
2025-07-20,8575774195,300.0,0.0,0.0,300.0,,,,,,0.0,0.0,300.0,Pending Payment,67,>60
2025-07-11,8561386583,332.0,0.0,0.0,332.0,39.176,31.86,1.581,0.316,259.067,332.0,0.0,0.0,Fully Paid,76,>60
2025-07-13,8566394273,1765.0,0.0,0.0,1765.0,,,,,,0.0,0.0,1765.0,Pending Payment,74,>60
2025-07-15,8569428742,861.0,0.0,0.0,861.0,,,,,,0.0,0.0,861.0,Pending Payment,72,>60
2025-07-11,8562007505,1102.0,0.0,0.0,1102.0,247.068,53.1,4.920000000000001,0.984,795.928,1102.0,0.0,0.0,Fully Paid,76,>60
2025-07-13,8566232257,436.0,0.0,0.0,436.0,30.869000000000003,31.86,2.076,0.415,370.78,436.00000000000006,0.0,-5.684341886080802e-14,Fully Paid,74,>60
2025-07-13,8565762431,705.0,0.0,0.0,705.0,,,,,,0.0,0.0,705.0,Pending Payment,74,>60
2025-07-26,8583832090,330.0,0.0,0.0,330.0,,,,,,0.0,0.0,330.0,Pending Payment,61,>60
2025-07-02,8548255232,1305.0,0.0,0.0,1305.0,323.379,80.24,5.826,1.165,894.3899999999999,1304.9999999999998,0.0,2.2737367544323206e-13,Fully Paid,85,>60
2025-07-03,8550876295,881.0,881.0,0.0,0.0,-0.0,212.4,-0.0,-0.0,1588.7379999999998,1801.138,0.0,-1801.138,Partially Settled,84,>60
2025-07-22,8578526571,812.0,0.0,0.0,812.0,,,,,,0.0,0.0,812.0,Pending Payment,65,>60
2025-07-13,8565511468,340.0,0.0,0.0,340.0,,,,,,0.0,0.0,340.0,Pending Payment,74,>60
2025-07-11,8562458999,648.0,0.0,0.0,648.0,,,,,,0.0,0.0,648.0,Pending Payment,76,>60
2025-07-29,8589049697,689.0,0.0,0.0,689.0,,,,,,0.0,0.0,689.0,Pending Payment,58,30-60
2025-07-26,8584651205,300.0,0.0,0.0,300.0,,,,,,0.0,0.0,300.0,Pending Payment,61,>60
2025-07-18,8573792871,689.0,0.0,0.0,689.0,,,,,,0.0,0.0,689.0,Pending Payment,69,>60
2025-07-13,8566043240,1275.0,0.0,0.0,1275.0,,,,,,0.0,0.0,1275.0,Pending Payment,74,>60
2025-07-30,8590614953,905.0,0.0,0.0,905.0,,,,,,0.0,0.0,905.0,Pending Payment,57,30-60
2025-07-04,8551773881,436.0,0.0,0.0,436.0,41.15800000000001,31.86,2.076,0.415,360.491,436.00000000000006,0.0,-5.684341886080802e-14,Fully Paid,83,>60
2025-07-15,8568583557,493.0,0.0,0.0,493.0,,,,,,0.0,0.0,493.0,Pending Payment,72,>60
2025-07-06,8555004836,237.0,0.0,0.0,237.0,8.39,31.86,1.129,0.226,195.395,237.00000000000003,0.0,-2.842170943040401e-14,Fully Paid,81,>60
2025-07-15,8569486379,593.0,0.0,0.0,593.0,,,,,,0.0,0.0,593.0,Pending Payment,72,>60
2025-07-15,8568319438,569.0,0.0,0.0,569.0,,,,,,0.0,0.0,569.0,Pending Payment,72,>60
2025-07-05,8554077002,885.0,0.0,885.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,82,>60
2025-07-08,8558449217,336.0,0.0,0.0,336.0,23.788,31.86,1.6,0.3199999999999999,278.432,336.00000000000006,0.0,-5.684341886080802e-14,Fully Paid,79,>60
2025-07-05,8553283616,493.0,0.0,0.0,493.0,46.539,31.86,2.348,0.47,411.783,493.00000000000006,0.0,-5.684341886080802e-14,Fully Paid,82,>60
2025-07-05,8554202961,1765.0,0.0,0.0,1765.0,437.367,53.1,7.879,1.576,1265.078,1764.9999999999998,0.0,2.2737367544323206e-13,Fully Paid,82,>60
2025-07-30,8589835528,905.0,0.0,0.0,905.0,,,,,,0.0,0.0,905.0,Pending Payment,57,30-60
2025-07-12,8563323301,785.0,785.0,0.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,75,>60
2025-07-08,8558037966,336.0,0.0,0.0,336.0,23.789,31.86,1.6,0.32,278.431,336.0,0.0,0.0,Fully Paid,79,>60
2025-07-09,8559338264,1102.0,1102.0,0.0,0.0,-0.0,185.26,-0.0,-0.0,1777.116,1962.376,0.0,-1962.376,Partially Settled,78,>60
2025-07-08,8557526424,336.0,0.0,0.0,336.0,23.789,31.86,1.6,0.32,278.431,336.0,0.0,0.0,Fully Paid,79,>60
2025-07-01,8547645399,905.0,0.0,0.0,905.0,149.506,51.92,4.31,0.862,698.402,904.9999999999999,0.0,1.1368683772161603e-13,Fully Paid,86,>60
2025-07-30,8589733952,905.0,0.0,0.0,905.0,,,,,,0.0,0.0,905.0,Pending Payment,57,30-60
2025-07-05,8553194570,1298.0,1298.0,0.0,0.0,-0.0,250.16,-0.0,-0.0,2144.044,2394.2039999999997,0.0,-2394.2039999999997,Partially Settled,82,>60
2025-07-06,8554727614,336.0,0.0,0.0,336.0,23.789,31.86,1.6,0.32,278.431,336.0,0.0,0.0,Fully Paid,81,>60
2025-07-06,8555081859,336.0,336.0,0.0,0.0,-0.0,164.02,-0.0,-0.0,720.8820000000001,884.902,0.0,-884.902,Partially Settled,81,>60
2025-07-08,8557959693,436.0,0.0,0.0,436.0,30.868000000000002,31.86,2.077,0.415,370.78,436.0,0.0,0.0,Fully Paid,79,>60
2025-07-07,8557280458,445.0,0.0,0.0,445.0,42.008,31.86,2.119,0.424,368.589,445.0,0.0,0.0,Fully Paid,80,>60
2025-07-06,8554881383,689.0,0.0,0.0,689.0,113.823,31.86,3.281,0.656,539.38,688.9999999999999,0.0,1.1368683772161603e-13,Fully Paid,81,>60
2025-07-12,8563813003,689.0,0.0,689.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,75,>60
2025-07-15,8569243202,885.0,0.0,0.0,885.0,,,,,,0.0,0.0,885.0,Pending Payment,72,>60
2025-07-11,8561032337,885.0,0.0,0.0,885.0,146.202,31.86,4.214,0.843,701.881,885.0,0.0,0.0,Fully Paid,76,>60
2025-07-15,8569159889,801.0,0.0,0.0,801.0,,,,,,0.0,0.0,801.0,Pending Payment,72,>60
2025-07-05,8554310298,237.0,0.0,0.0,237.0,8.39,31.86,1.129,0.226,195.395,237.00000000000003,0.0,-2.842170943040401e-14,Fully Paid,82,>60
2025-07-17,8571681886,436.0,0.0,0.0,436.0,,,,,,0.0,0.0,436.0,Pending Payment,70,>60
2025-07-05,8553845535,1298.0,0.0,0.0,1298.0,291.012,53.1,5.795,1.159,946.934,1298.0,0.0,0.0,Fully Paid,82,>60
2025-07-15,8568247955,436.0,0.0,0.0,436.0,,,,,,0.0,0.0,436.0,Pending Payment,72,>60
2025-07-14,8566523019,885.0,0.0,885.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,73,>60
2025-07-14,8567811812,332.0,0.0,0.0,332.0,,,,,,0.0,0.0,332.0,Pending Payment,73,>60
2025-07-13,8566027461,885.0,0.0,0.0,885.0,,,,,,0.0,0.0,885.0,Pending Payment,74,>60
2025-07-16,8569871679,332.0,0.0,0.0,332.0,,,,,,0.0,0.0,332.0,Pending Payment,71,>60
2025-07-04,8551688738,342.0,342.0,0.0,0.0,-0.0,228.92000000000002,-0.0,-0.0,796.862,1025.782,0.0,-1025.782,Partially Settled,83,>60
2025-07-30,8590024828,336.0,0.0,0.0,336.0,,,,,,0.0,0.0,336.0,Pending Payment,57,30-60
2025-07-15,8569128157,380.0,0.0,0.0,380.0,,,,,,0.0,0.0,380.0,Pending Payment,72,>60
2025-07-13,8565966145,1004.0,0.0,1004.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,74,>60
2025-07-04,8551583446,705.0,0.0,0.0,705.0,116.46600000000001,31.86,3.357,0.671,552.646,705.0,0.0,0.0,Fully Paid,83,>60
2025-07-09,8559015395,332.0,0.0,0.0,332.0,31.341,31.86,1.581,0.316,266.902,332.0,0.0,0.0,Fully Paid,78,>60
2025-07-05,8553930843,861.0,861.0,0.0,0.0,-0.0,212.4,-0.0,-0.0,1556.0459999999998,1768.446,0.0,-1768.446,Partially Settled,82,>60
2025-07-14,8567936637,885.0,0.0,0.0,885.0,,,,,,0.0,0.0,885.0,Pending Payment,73,>60
2025-07-11,8562574178,1004.0,0.0,0.0,1004.0,225.09400000000002,53.1,4.781000000000001,0.956,720.059,1003.99,0.0,0.009999999999990905,Fully Paid,76,>60
2025-07-26,8584769229,705.0,0.0,0.0,705.0,,,,,,0.0,0.0,705.0,Pending Payment,61,>60
2025-07-20,8576161148,589.0,0.0,0.0,589.0,,,,,,0.0,0.0,589.0,Pending Payment,67,>60
2025-07-14,8567177477,689.0,0.0,689.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,73,>60
2025-07-30,8590538440,332.0,0.0,0.0,332.0,,,,,,0.0,0.0,332.0,Pending Payment,57,30-60
2025-07-16,8569734473,336.0,0.0,0.0,336.0,,,,,,0.0,0.0,336.0,Pending Payment,71,>60
2025-07-15,8568238478,1004.0,0.0,0.0,1004.0,,,,,,0.0,0.0,1004.0,Pending Payment,72,>60
2025-07-20,8576357205,785.0,0.0,0.0,785.0,,,,,,0.0,0.0,785.0,Pending Payment,67,>60
2025-07-18,8573387222,905.0,0.0,0.0,905.0,,,,,,0.0,0.0,905.0,Pending Payment,69,>60
2025-07-09,8559621411,861.0,861.0,0.0,0.0,-0.0,289.1,-0.0,-0.0,1632.746,1921.846,0.0,-1921.846,Partially Settled,78,>60
2025-07-15,8569011317,861.0,0.0,0.0,861.0,,,,,,0.0,0.0,861.0,Pending Payment,72,>60
2025-07-26,8584740419,336.0,0.0,0.0,336.0,,,,,,0.0,0.0,336.0,Pending Payment,61,>60
2025-07-26,8584305132,885.0,0.0,0.0,885.0,,,,,,0.0,0.0,885.0,Pending Payment,61,>60
2025-07-20,8576365230,1765.0,0.0,0.0,1765.0,,,,,,0.0,0.0,1765.0,Pending Payment,67,>60
2025-07-20,8576046334,336.0,336.0,0.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,67,>60
2025-07-27,8585222546,861.0,0.0,0.0,861.0,,,,,,0.0,0.0,861.0,Pending Payment,60,30-60
2025-07-27,8586004126,861.0,0.0,0.0,861.0,,,,,,0.0,0.0,861.0,Pending Payment,60,30-60
2025-07-21,8577238068,861.0,861.0,0.0,0.0,,,,,,0.0,0.0,0.0,Fully Paid,66,>60
